Time,Download (b/s),Total (b/s)
2022-08-16 06:00:00+00:00,263382554.1688889,525832729.6
2022-08-16 10:00:00+00:00,587286790.8266667,1177198145.422222
2022-08-16 14:00:00+00:00,503177547.6622222,1008954808.8888888
2022-08-16 18:00:00+00:00,462158908.3022223,925392360.1066668
2022-08-16 22:00:00+00:00,252257980.30222225,504450174.8622222
2022-08-17 02:00:00+00:00,176321587.7688889,352686468.5511111
2022-08-17 06:00:00+00:00,266303751.9644445,533182896.35555553
2022-08-17 10:00:00+00:00,530839924.0533333,1064566618.4533334
2022-08-17 14:00:00+00:00,449771173.5466667,900842113.1377778
2022-08-17 18:00:00+00:00,473283968.0,947684213.76
2022-08-17 22:00:00+00:00,240443429.54666665,481328262.25777775
2022-08-18 02:00:00+00:00,176656207.64444444,353850333.8666667
2022-08-18 06:00:00+00:00,240869782.18666667,480356452.1244445
2022-08-18 10:00:00+00:00,526897872.7822222,1055823532.9422222
2022-08-18 14:00:00+00:00,506877571.9822222,1017044353.1377778
2022-08-18 18:00:00+00:00,452787589.12,907561442.9866668
2022-08-18 22:00:00+00:00,211382043.8755556,422090817.9911111
2022-08-19 02:00:00+00:00,180436077.7955556,360881638.9688889
2022-08-19 06:00:00+00:00,233531998.43555555,467369614.2222222
2022-08-19 10:00:00+00:00,533848933.26222223,1070500606.2933332
2022-08-19 14:00:00+00:00,462534726.5422222,924984458.8088888
2022-08-19 18:00:00+00:00,479888315.73333335,961959476.9066668
2022-08-19 22:00:00+00:00,161677165.22666666,324359165.72444445
2022-08-20 02:00:00+00:00,105885763.69777778,211970060.5155556
2022-08-20 06:00:00+00:00,206001364.1955556,412353616.21333337
2022-08-20 10:00:00+00:00,442126872.4622222,886756629.6177778
2022-08-20 14:00:00+00:00,344308366.2222222,689112824.0355556
2022-08-20 18:00:00+00:00,266164438.47111112,533412964.6933333
2022-08-20 22:00:00+00:00,166579966.86222222,333299029.3333334
2022-08-22 02:00:00+00:00,172280839.96444446,344917316.26666665
2022-08-22 06:00:00+00:00,186334395.16444445,372761529.45777774
2022-08-22 10:00:00+00:00,359682567.3955556,719906785.8488889
2022-08-22 14:00:00+00:00,438801202.06222224,881289169.3511112
2022-08-22 18:00:00+00:00,392871093.47555554,786633404.3022223
2022-08-22 22:00:00+00:00,183760426.66666663,366394840.7466666
2022-08-23 02:00:00+00:00,163613804.6577778,327101726.1511111
2022-08-23 06:00:00+00:00,177561120.42666668,355121054.1511111
2022-08-23 10:00:00+00:00,307093045.47555554,614713547.0933332
2022-08-23 14:00:00+00:00,360986929.4933333,722738685.1555555
2022-08-23 18:00:00+00:00,285372217.4577778,571676313.6
2022-08-23 22:00:00+00:00,178261362.91555557,357422231.3244444
2022-08-24 02:00:00+00:00,170061818.31111112,339626118.8266667
2022-08-24 06:00:00+00:00,178989639.1111111,358302552.74666667
2022-08-24 10:00:00+00:00,241717438.57777777,483188891.8755555
2022-08-24 14:00:00+00:00,303620370.7733333,607155574.3288889
2022-08-24 18:00:00+00:00,313055105.70666665,628313653.4755555
2022-08-24 22:00:00+00:00,194658561.13777772,388975920.35555553
2022-08-25 02:00:00+00:00,179600527.36,359308764.72888887
2022-08-25 06:00:00+00:00,186124091.7333333,372039990.6133333
2022-08-25 10:00:00+00:00,319272579.41333336,637536694.6133333
2022-08-25 14:00:00+00:00,369200853.9022222,740752060.8711112
2022-08-25 18:00:00+00:00,352138619.4488889,704254545.9200001
2022-08-25 22:00:00+00:00,186230230.47111112,372513607.68
2022-08-26 02:00:00+00:00,177525872.0711111,355344577.42222226
2022-08-26 06:00:00+00:00,180671528.3911111,361546915.84
2022-08-26 10:00:00+00:00,369907576.6044445,740501386.8088889
2022-08-26 14:00:00+00:00,397409302.18666667,795544845.0844445
2022-08-26 18:00:00+00:00,292226305.70666665,585991843.271111
2022-08-26 22:00:00+00:00,187705656.8888889,375409489.92
2022-08-27 02:00:00+00:00,176320042.09777778,352540820.48
2022-08-27 06:00:00+00:00,182543947.66222224,365622125.7955556
2022-08-27 10:00:00+00:00,221789300.0533333,443512151.04
2022-08-27 14:00:00+00:00,293159422.8622222,586720384.0
2022-08-27 18:00:00+00:00,186129467.16444445,373410690.2755556
2022-08-27 22:00:00+00:00,174678525.15555555,349664774.82666665
2022-08-29 02:00:00+00:00,180268653.7955556,360278068.3377778
2022-08-29 06:00:00+00:00,183530729.81333333,367344593.92
2022-08-29 10:00:00+00:00,335487389.5822222,671571354.7377777
2022-08-29 14:00:00+00:00,385116991.14666665,772446240.9955555
2022-08-29 18:00:00+00:00,329182676.1955556,660256958.008889
2022-08-29 22:00:00+00:00,184637779.0577778,370335522.7022222
2022-08-30 02:00:00+00:00,168734078.86222222,337483893.76
2022-08-30 06:00:00+00:00,184279753.9555556,368581572.26666665
2022-08-30 10:00:00+00:00,310754189.6533333,622418045.1555555
2022-08-30 14:00:00+00:00,424635003.4488889,849351435.3777778
2022-08-30 18:00:00+00:00,319435913.1022222,639470007.1822221
2022-08-30 22:00:00+00:00,194288675.2711111,389425739.09333336
2022-08-31 02:00:00+00:00,182470095.64444444,365075392.28444445
2022-08-31 06:00:00+00:00,192332141.22666663,384759026.91555554
2022-08-31 10:00:00+00:00,278152112.92444444,556504037.2622223
2022-08-31 14:00:00+00:00,365606859.6622222,733540495.3599999
2022-08-31 18:00:00+00:00,275927513.8844444,551782359.04
2022-08-31 22:00:00+00:00,176362227.48444444,352955708.8711111
2022-09-01 00:00:00+00:00,88181113.74222222,176477854.43555555
2022-09-01 00:00:00+00:00,83987068.01777777,168094172.16
2022-09-01 02:00:00+00:00,167974136.03555554,336188344.32
2022-09-01 06:00:00+00:00,171132904.10666665,342421634.27555555
2022-09-01 10:00:00+00:00,312300695.3244445,624518444.9422222
2022-09-01 14:00:00+00:00,358814128.92444444,716758861.9377778
2022-09-01 18:00:00+00:00,311331240.39111114,624474027.8044446
2022-09-01 22:00:00+00:00,202554335.00444445,405247266.7022222
2022-09-02 02:00:00+00:00,201062643.48444444,402386314.24
2022-09-02 06:00:00+00:00,205675573.4755556,411844224.5688889
2022-09-02 10:00:00+00:00,298683702.61333334,597618854.6844444
2022-09-02 14:00:00+00:00,358743286.3288889,719057198.0799999
2022-09-02 18:00:00+00:00,299638187.2355555,599768886.0444444
2022-09-02 22:00:00+00:00,199367574.7555556,398949730.9866667
2022-09-03 02:00:00+00:00,199470973.72444445,398727818.8088889
2022-09-03 06:00:00+00:00,196995093.61777776,393993439.0044444
2022-09-03 10:00:00+00:00,268242745.45777777,535901530.4533333
2022-09-03 14:00:00+00:00,300245537.5644444,601530705.3511112
2022-09-03 18:00:00+00:00,201052909.22666663,402226305.70666665
2022-09-03 22:00:00+00:00,184736394.80888888,369609044.1955556
2022-09-05 02:00:00+00:00,183811810.41777772,367764999.9644444
2022-09-05 06:00:00+00:00,237569957.54666665,475072267.94666666
2022-09-05 10:00:00+00:00,468011830.0444445,937685775.9288888
2022-09-05 14:00:00+00:00,288319683.1288889,576594116.2666667
2022-09-05 18:00:00+00:00,323067168.4266667,646277163.8044444
2022-09-05 22:00:00+00:00,110346170.02666669,220716669.15555555
2022-09-06 02:00:00+00:00,90215365.40444444,180599758.50666663
2022-09-06 06:00:00+00:00,140817281.13777778,282105275.16444445
2022-09-06 10:00:00+00:00,548854074.5955555,1098007736.8888888
2022-09-06 14:00:00+00:00,653389415.5377778,1309888870.9688888
2022-09-06 18:00:00+00:00,440719879.96444446,881478686.72
2022-09-06 22:00:00+00:00,160422224.7822222,320292478.8622222
2022-09-07 02:00:00+00:00,145064058.88,290076220.8711111
2022-09-07 06:00:00+00:00,174082753.42222223,348445619.7688889
2022-09-07 10:00:00+00:00,415247658.0977778,828156228.2666667
2022-09-07 14:00:00+00:00,329557422.08,663429405.0133333
2022-09-07 18:00:00+00:00,245610555.16444445,492726375.5377778
2022-09-07 22:00:00+00:00,169885928.10666665,340422887.5377778
2022-09-08 02:00:00+00:00,154646452.33777776,309925977.3155556
2022-09-08 06:00:00+00:00,215098040.32,428532716.6577778
2022-09-08 10:00:00+00:00,605219354.1688889,1212598957.5111113
2022-09-08 14:00:00+00:00,599348108.5155555,1199597083.8755555
2022-09-08 18:00:00+00:00,373003373.2266667,747319439.9288889
2022-09-08 22:00:00+00:00,193182746.73777777,386615289.1733333
2022-09-09 02:00:00+00:00,165427784.81777778,331047137.8488889
2022-09-09 06:00:00+00:00,155477087.00444445,308554935.75111115
2022-09-09 10:00:00+00:00,215206665.10222223,435924319.5733334
2022-09-09 14:00:00+00:00,163015802.31111112,324037783.8933333
2022-09-09 18:00:00+00:00,326762770.7733333,654756710.4
2022-09-09 22:00:00+00:00,183888089.3155556,368612433.3511111
2022-09-10 02:00:00+00:00,151273056.14222223,302692825.3155556
2022-09-10 06:00:00+00:00,197138132.76444444,394836989.7244445
2022-09-10 10:00:00+00:00,299626465.8488889,598687391.2888889
2022-09-10 14:00:00+00:00,331967110.2577777,664620573.0133333
2022-09-10 18:00:00+00:00,249124141.5111111,499501047.4666667
2022-09-10 22:00:00+00:00,162205226.66666666,324359504.2133333
2022-09-12 02:00:00+00:00,167882033.49333334,335980307.3422222
2022-09-12 06:00:00+00:00,224374249.24444443,448847254.1866666
2022-09-12 10:00:00+00:00,433077653.04888886,866519805.7244444
2022-09-12 14:00:00+00:00,393021306.3111111,786873216.5688889
2022-09-12 18:00:00+00:00,480355308.0888889,962043641.7422222
2022-09-12 22:00:00+00:00,265772179.3422222,533299378.06222224
2022-09-13 02:00:00+00:00,168221834.80888888,336586742.3288889
2022-09-13 06:00:00+00:00,235930128.4977778,472192253.7244445
2022-09-13 10:00:00+00:00,675316877.0844444,1353139826.9155557
2022-09-13 14:00:00+00:00,595262147.1288888,1193240122.0266666
2022-09-13 18:00:00+00:00,536560435.2,1073532368.7822224
2022-09-13 22:00:00+00:00,257915785.10222223,516258002.48888886
2022-09-14 02:00:00+00:00,102385909.19111112,204946106.02666667
2022-09-14 06:00:00+00:00,243435954.0622222,488295778.9866667
2022-09-14 10:00:00+00:00,664604095.7155555,1329121388.6577778
2022-09-14 14:00:00+00:00,575844670.5777777,1152256072.248889
2022-09-14 18:00:00+00:00,589184118.3288889,1181468720.3555555
2022-09-14 22:00:00+00:00,248505882.1688889,497143640.7466666
2022-09-15 02:00:00+00:00,157384198.82666665,317572390.1155555
2022-09-15 06:00:00+00:00,225757996.9422222,452039742.0088888
2022-09-15 10:00:00+00:00,490228033.9911111,981824148.48
2022-09-15 14:00:00+00:00,465823432.2488889,934011202.56
2022-09-15 18:00:00+00:00,440705178.16888887,882664599.8933333
2022-09-15 22:00:00+00:00,196834973.0133333,393407006.72
2022-09-16 02:00:00+00:00,124169702.4,247642969.3155556
2022-09-16 06:00:00+00:00,199474975.85777777,397927705.6
2022-09-16 10:00:00+00:00,505971348.48,1014867824.64
2022-09-16 14:00:00+00:00,450846263.7511111,905541198.5066668
2022-09-16 18:00:00+00:00,465713004.6577778,929832096.9955556
2022-09-16 22:00:00+00:00,209166539.66222224,420955756.0888889
2022-09-17 02:00:00+00:00,158798225.06666666,317619996.4444444
2022-09-17 06:00:00+00:00,220712073.10222223,442250410.0977778
2022-09-17 10:00:00+00:00,417041439.2888889,839453806.9333334
2022-09-17 14:00:00+00:00,392882872.32,787718891.52
2022-09-17 18:00:00+00:00,291206363.5911111,582674286.9333334
2022-09-17 22:00:00+00:00,167944795.02222222,336151278.93333334
2022-09-19 02:00:00+00:00,162975886.7911111,326090259.9111111
2022-09-19 06:00:00+00:00,266144205.36888888,532011220.7644445
2022-09-19 10:00:00+00:00,616401859.6977777,1233578640.4977777
2022-09-19 14:00:00+00:00,523442432.0,1048460563.9111112
2022-09-19 18:00:00+00:00,481990495.5733333,965100627.6266668
2022-09-19 22:00:00+00:00,265484274.9155556,532701114.0266666
2022-09-20 02:00:00+00:00,185762629.4044445,371276191.2888889
2022-09-20 06:00:00+00:00,252391067.30666667,504704415.8577778
2022-09-20 10:00:00+00:00,570302516.9066666,1142720079.0755556
2022-09-20 14:00:00+00:00,645107374.08,1293412464.0711112
2022-09-20 18:00:00+00:00,504455808.0,1009416318.2933332
2022-09-20 22:00:00+00:00,218978078.72,437407902.1511111
2022-09-21 02:00:00+00:00,213582110.72,427447644.72888887
2022-09-21 06:00:00+00:00,293564693.61777776,590387270.5422223
2022-09-21 10:00:00+00:00,598586516.48,1196197403.8755555
2022-09-21 14:00:00+00:00,556229045.4755555,1113759160.32
2022-09-21 18:00:00+00:00,557324395.52,1115547440.3555555
2022-09-21 22:00:00+00:00,325936084.1955556,653195624.1066667
2022-09-22 02:00:00+00:00,209077476.69333333,418322339.27111113
2022-09-22 06:00:00+00:00,242668806.25777772,485742167.04
2022-09-22 10:00:00+00:00,547596495.6444445,1097079468.942222
2022-09-22 14:00:00+00:00,579820536.6044445,1163031541.191111
2022-09-22 18:00:00+00:00,579263753.1022222,1159667288.1777778
2022-09-22 22:00:00+00:00,286368342.4711111,573288276.1955556
2022-09-23 02:00:00+00:00,224542907.7333333,448802393.3155556
2022-09-23 06:00:00+00:00,310167112.8177777,622159600.64
2022-09-23 10:00:00+00:00,604168491.2355555,1210618657.5644443
2022-09-23 14:00:00+00:00,532264711.3955556,1066122430.577778
2022-09-23 18:00:00+00:00,570556160.5688889,1144989309.1555555
2022-09-23 22:00:00+00:00,304996400.35555553,609885059.9822222
2022-09-24 02:00:00+00:00,226113086.57777777,452151915.52
2022-09-24 06:00:00+00:00,300934021.12,602257900.6577778
2022-09-24 10:00:00+00:00,566906432.8533334,1134983873.9911113
2022-09-24 14:00:00+00:00,522519032.03555554,1046799150.08
2022-09-24 18:00:00+00:00,406565449.38666666,813152620.6577778
2022-09-24 22:00:00+00:00,272938552.8888889,546755714.2755556
2022-09-26 02:00:00+00:00,275041575.25333333,550446830.9333334
2022-09-26 06:00:00+00:00,347854354.20444447,695599396.4088889
2022-09-26 10:00:00+00:00,669294543.6444445,1341316639.8577778
2022-09-26 14:00:00+00:00,643234381.9377778,1290920066.8444445
2022-09-26 18:00:00+00:00,631938477.5111111,1265503481.7422223
2022-09-26 22:00:00+00:00,343129870.7911111,685911049.6711111
2022-09-27 02:00:00+00:00,265122505.9555556,530265163.6622223
2022-09-27 06:00:00+00:00,318222564.1244444,638301400.7466667
2022-09-27 10:00:00+00:00,767028962.9866667,1532941887.1466663
2022-09-27 14:00:00+00:00,718968627.7688888,1440111225.1733332
2022-09-27 18:00:00+00:00,531701232.64,1069052861.44
2022-09-27 22:00:00+00:00,194353384.6755556,390340342.8977778
2022-09-28 02:00:00+00:00,183453212.44444445,366848753.7777778
2022-09-28 06:00:00+00:00,205550935.04,412781547.52
2022-09-28 10:00:00+00:00,346533009.6355556,690692070.9688889
2022-09-28 14:00:00+00:00,310750318.36444443,621301414.1155555
2022-09-28 18:00:00+00:00,486591228.5866666,978676289.991111
2022-09-28 22:00:00+00:00,267271447.8933333,536339907.1288889
2022-09-29 02:00:00+00:00,67135809.42222223,134419413.90222222
2022-09-29 06:00:00+00:00,161786038.61333334,323441053.5822222
2022-09-29 10:00:00+00:00,588416207.0755556,1178572106.5244446
2022-09-29 14:00:00+00:00,481088866.9866667,965028602.3111112
2022-09-29 18:00:00+00:00,558213070.5066667,1117385383.253333
2022-09-29 22:00:00+00:00,270584478.72,541998119.2533333
2022-09-30 02:00:00+00:00,147855366.25777778,296065000.6755556
2022-09-30 06:00:00+00:00,225206092.8,449917280.1422222
2022-09-30 10:00:00+00:00,481374082.2755556,964782981.6888888
2022-09-30 14:00:00+00:00,442254470.25777775,886805221.8311111
2022-09-30 18:00:00+00:00,491161155.69777775,983545076.0533332
2022-09-30 22:00:00+00:00,212210515.6266667,424324289.9911111
2022-10-01 00:00:00+00:00,70622453.76,141390076.8711111
2022-10-01 00:00:00+00:00,106105257.81333332,212162144.99555555
2022-10-01 02:00:00+00:00,141244907.52,282780153.7422222
2022-10-01 06:00:00+00:00,213532503.6088889,429769250.1333333
2022-10-01 10:00:00+00:00,483920012.5155556,968309748.6222222
2022-10-01 14:00:00+00:00,459451766.8977778,920359088.3555557
2022-10-01 18:00:00+00:00,280299448.32,561057260.0888889
2022-10-01 22:00:00+00:00,148619613.29777777,297501747.7688889
2022-10-03 02:00:00+00:00,140954022.68444446,282082516.1955556
2022-10-03 06:00:00+00:00,217894665.6711111,436498490.0266666
2022-10-03 10:00:00+00:00,474154862.9333333,949298544.64
2022-10-03 14:00:00+00:00,478212225.70666665,959302176.9955556
2022-10-03 18:00:00+00:00,481536207.0755556,964257531.4488888
2022-10-03 22:00:00+00:00,191794000.2133333,382797958.8266667
2022-10-04 02:00:00+00:00,135572715.52,271160273.92
2022-10-04 06:00:00+00:00,204859457.42222223,411202636.8
2022-10-04 10:00:00+00:00,516805951.7155556,1034830455.4666668
2022-10-04 14:00:00+00:00,544897008.64,1090978971.3066666
2022-10-04 18:00:00+00:00,460300421.6888889,922714089.8133332
2022-10-04 22:00:00+00:00,166397983.2888889,334181734.4
2022-10-05 02:00:00+00:00,109904845.93777776,219940908.94222224
2022-10-05 06:00:00+00:00,184290247.1111111,370820312.7466666
2022-10-05 10:00:00+00:00,474447110.25777775,951193202.9155556
2022-10-05 14:00:00+00:00,576438880.1422222,1155096918.471111
2022-10-05 18:00:00+00:00,457541365.76,914533920.9955556
2022-10-05 22:00:00+00:00,172551411.48444444,345736443.4488889
2022-10-06 02:00:00+00:00,94528044.94222222,189153671.3955556
2022-10-06 06:00:00+00:00,177217972.90666667,354122628.5511111
2022-10-06 10:00:00+00:00,611474691.9822222,1226619213.3688889
2022-10-06 14:00:00+00:00,422393778.6311111,846630549.0488889
2022-10-06 18:00:00+00:00,431734884.6933333,864331231.0044444
2022-10-06 22:00:00+00:00,183851424.99555555,367248125.7244445
2022-10-07 02:00:00+00:00,129165845.61777778,258396830.1511112
2022-10-07 06:00:00+00:00,144176782.7911111,288550111.0044445
2022-10-07 10:00:00+00:00,250847254.7555556,503678399.7155556
2022-10-07 14:00:00+00:00,218182889.81333333,436258590.72
2022-10-07 18:00:00+00:00,294129096.8177777,587665064.96
2022-10-07 22:00:00+00:00,129212690.20444444,258665256.96
2022-10-08 02:00:00+00:00,110791156.6222222,221809053.58222225
2022-10-08 06:00:00+00:00,188502345.38666663,374810822.5422222
2022-10-08 10:00:00+00:00,387289295.64444447,778060429.0844445
2022-10-08 14:00:00+00:00,356022671.36,714035287.04
2022-10-08 18:00:00+00:00,199553515.52,399236716.6577778
2022-10-08 22:00:00+00:00,123376086.4711111,246794459.59111112
2022-10-10 02:00:00+00:00,123234641.92,246589860.97777772
2022-10-10 06:00:00+00:00,185333180.30222225,370256059.1644445
2022-10-10 10:00:00+00:00,559655590.1155555,1121665941.0488887
2022-10-10 14:00:00+00:00,481043976.53333336,962099147.0933334
2022-10-10 18:00:00+00:00,480647942.82666665,962729370.1688888
2022-10-10 22:00:00+00:00,146548640.99555555,293955301.26222223
2022-10-11 02:00:00+00:00,89569108.19555555,179350764.08888888
2022-10-11 06:00:00+00:00,183084185.6,367711472.0711111
2022-10-11 10:00:00+00:00,660160934.6844444,1323093480.1066666
2022-10-11 14:00:00+00:00,728567982.08,1456290416.0711112
2022-10-11 18:00:00+00:00,558768954.0266666,1119890476.3733337
2022-10-11 22:00:00+00:00,266258919.53777772,533660191.2888889
2022-10-12 02:00:00+00:00,205653400.46222225,411343602.9155556
2022-10-12 06:00:00+00:00,303872315.16444445,609561304.7466667
2022-10-12 10:00:00+00:00,679943394.9866667,1359934369.5644443
2022-10-12 14:00:00+00:00,764704622.9333333,1533192108.942222
2022-10-12 18:00:00+00:00,556764204.9422222,1115449569.28
2022-10-12 22:00:00+00:00,207928982.7555556,416468544.85333335
2022-10-13 02:00:00+00:00,134510715.4488889,268974522.59555554
2022-10-13 06:00:00+00:00,219573957.4044445,439886353.6355556
2022-10-13 10:00:00+00:00,620698756.5511111,1244060893.2977777
2022-10-13 14:00:00+00:00,435115666.7733333,871612389.2622222
2022-10-13 18:00:00+00:00,486394368.0,971813355.52
2022-10-13 22:00:00+00:00,189200397.6533333,379294284.2311111
2022-10-14 02:00:00+00:00,128329396.33777778,257143495.1111111
2022-10-14 06:00:00+00:00,205853003.09333333,410420242.7733333
2022-10-14 10:00:00+00:00,523701612.6577778,1052256972.8
2022-10-14 14:00:00+00:00,504680441.7422223,1012581250.8444444
2022-10-14 18:00:00+00:00,474303514.16888887,946405127.9644444
2022-10-14 22:00:00+00:00,171073001.81333333,342265414.54222226
2022-10-15 02:00:00+00:00,121894188.37333332,244399460.69333333
2022-10-15 06:00:00+00:00,198984886.6133333,397821222.6844444
2022-10-15 10:00:00+00:00,401172525.5111112,803891781.9733334
2022-10-15 14:00:00+00:00,331470868.48,664101716.7644445
2022-10-15 18:00:00+00:00,254383724.08888888,509053351.2533333
2022-10-15 22:00:00+00:00,142129370.45333335,284691029.9022223
2022-10-18 02:00:00+00:00,129065490.20444444,258144508.58666664
2022-10-18 06:00:00+00:00,190632557.7955556,381149024.7111111
2022-10-18 10:00:00+00:00,615599362.2755556,1234274477.5111113
2022-10-18 14:00:00+00:00,592121581.7955556,1188576209.92
2022-10-18 18:00:00+00:00,481869281.8488889,963492837.8311112
2022-10-18 22:00:00+00:00,214390173.58222225,428104610.7022222
2022-10-19 02:00:00+00:00,107153147.44888888,214334737.6355556
2022-10-19 06:00:00+00:00,177209163.09333333,353793180.4444444
2022-10-19 10:00:00+00:00,454699608.7466666,911362586.7377776
2022-10-19 14:00:00+00:00,488873710.3644444,980906865.7777778
2022-10-19 18:00:00+00:00,508837865.2444444,1017588786.6311111
2022-10-19 22:00:00+00:00,196071434.80888888,391825302.18666667
2022-10-20 02:00:00+00:00,115662323.48444444,231617755.59111112
2022-10-20 06:00:00+00:00,211030594.56,422842082.9866667
2022-10-20 10:00:00+00:00,613875140.2666667,1229502690.986667
2022-10-20 14:00:00+00:00,552125413.2622222,1103780271.2177775
2022-10-20 18:00:00+00:00,491441153.1377778,985561472.0
2022-10-20 22:00:00+00:00,158822156.51555556,316676074.9511111
2022-10-21 02:00:00+00:00,80790096.78222223,161688837.12
2022-10-21 06:00:00+00:00,183183526.11555555,367822805.3333334
2022-10-21 10:00:00+00:00,594669141.3333334,1190720169.528889
2022-10-21 14:00:00+00:00,474200015.0755556,948732272.0711112
2022-10-21 18:00:00+00:00,499663824.2133333,1002222744.4622222
2022-10-21 22:00:00+00:00,158775246.50666666,316621273.8844445
2022-10-22 02:00:00+00:00,115065344.56888887,230224642.27555555
2022-10-22 06:00:00+00:00,199739872.14222223,400758266.3111111
2022-10-22 10:00:00+00:00,419628934.25777775,840656518.8266666
2022-10-22 14:00:00+00:00,394035491.84,788857640.3911111
2022-10-22 18:00:00+00:00,241704780.8,483278023.68
2022-10-22 22:00:00+00:00,111725242.59555556,223664075.6622222
2022-10-24 02:00:00+00:00,127217018.88,253772751.0755556
2022-10-24 06:00:00+00:00,213997690.88,427637604.6933333
2022-10-24 10:00:00+00:00,571414302.1511111,1144471098.0266666
2022-10-24 14:00:00+00:00,539471708.16,1082252891.022222
2022-10-24 18:00:00+00:00,583072908.5155555,1168754589.5822222
2022-10-24 22:00:00+00:00,222807101.44,445457018.88
2022-10-25 02:00:00+00:00,124054323.2,247942353.3511111
2022-10-25 06:00:00+00:00,213720708.5511111,428356245.61777776
2022-10-25 10:00:00+00:00,604416968.8177778,1211297905.7777777
2022-10-25 14:00:00+00:00,596934056.3911111,1195047261.2977777
2022-10-25 18:00:00+00:00,536230108.72888887,1073685545.5288888
2022-10-25 22:00:00+00:00,196967469.5111111,394226062.7911111
2022-10-26 02:00:00+00:00,122418947.98222224,244619337.38666663
2022-10-26 06:00:00+00:00,211401723.4488889,422591072.1422222
2022-10-26 10:00:00+00:00,594783276.3733333,1193521974.0444446
2022-10-26 14:00:00+00:00,578922792.96,1158567415.4666667
2022-10-26 18:00:00+00:00,533974399.4311111,1070659455.4311112
2022-10-26 22:00:00+00:00,177032782.50666666,353664208.7822222
2022-10-27 02:00:00+00:00,94774343.1111111,189437132.2311111
2022-10-27 06:00:00+00:00,155675269.68888888,312877193.6711111
2022-10-27 10:00:00+00:00,499799274.38222224,1000272588.231111
2022-10-27 14:00:00+00:00,369745125.83111113,740914892.8
2022-10-27 18:00:00+00:00,395413309.44,791929737.6711111
2022-10-27 22:00:00+00:00,157394862.08,315125502.2933333
2022-10-28 02:00:00+00:00,74824837.12,149755381.76
2022-10-28 06:00:00+00:00,151754451.0577778,304639269.5466667
2022-10-28 10:00:00+00:00,559170404.6933334,1119163869.297778
2022-10-28 14:00:00+00:00,416171005.7244445,834189384.248889
2022-10-28 18:00:00+00:00,429933167.50222224,860683270.8266667
2022-10-28 22:00:00+00:00,96453424.35555556,193161613.6533333
2022-10-29 02:00:00+00:00,46698159.21777778,93355784.53333332
2022-10-29 06:00:00+00:00,127822329.74222222,255177738.80888888
2022-10-29 10:00:00+00:00,359980282.88,721659930.1688888
2022-10-29 14:00:00+00:00,379570603.2355555,760191094.3288889
2022-10-29 18:00:00+00:00,200959809.42222223,403102555.5911111
2022-10-29 22:00:00+00:00,50408483.84,100739336.53333332
2022-10-31 02:00:00+00:00,49493106.34666666,99062906.31111112
2022-10-31 06:00:00+00:00,149045576.81777778,296516741.12
2022-10-31 10:00:00+00:00,651081206.8977778,1305447657.2444444
2022-10-31 14:00:00+00:00,437237164.3733333,877390378.0977778
2022-10-31 18:00:00+00:00,517825671.96444446,1036917763.9822224
2022-10-31 22:00:00+00:00,208665405.44,416919487.7155556
2022-11-01 00:00:00+00:00,65907669.0488889,131585732.26666668
2022-11-01 00:00:00+00:00,104332702.72,208459743.85777777
2022-11-01 02:00:00+00:00,131815338.09777778,263171464.53333336
2022-11-01 06:00:00+00:00,208104487.25333333,416509566.8622222
2022-11-01 10:00:00+00:00,706429934.9333333,1415664240.0711112
2022-11-01 14:00:00+00:00,604738322.7733333,1213842094.6488888
2022-11-01 18:00:00+00:00,572084266.6666666,1145828204.088889
2022-11-01 22:00:00+00:00,206912557.5111111,412905845.1911111
2022-11-02 02:00:00+00:00,153480887.75111112,307124160.8533333
2022-11-02 06:00:00+00:00,227936359.53777772,455301460.7644445
2022-11-02 10:00:00+00:00,365881163.0933333,732992021.0488889
2022-11-02 14:00:00+00:00,563275606.471111,1125028770.1333332
2022-11-02 18:00:00+00:00,542773549.5111111,1089503179.6622224
2022-11-02 22:00:00+00:00,227836247.6088889,456665959.5377778
2022-11-03 02:00:00+00:00,147820462.6488889,296005840.7822222
2022-11-03 06:00:00+00:00,206299303.25333333,410865576.96
2022-11-03 10:00:00+00:00,562249233.6355555,1126727367.6799998
2022-11-03 14:00:00+00:00,452521724.5866666,906260637.0133332
2022-11-03 18:00:00+00:00,468809918.0088889,940068605.1555556
2022-11-03 22:00:00+00:00,166262698.09777778,332646544.4977778
2022-11-04 02:00:00+00:00,113769987.41333333,227905759.5733333
2022-11-04 06:00:00+00:00,160354226.63111112,319630140.87111115
2022-11-04 10:00:00+00:00,444537848.03555554,891002276.4088888
2022-11-04 14:00:00+00:00,458234893.6533333,917857504.1422222
2022-11-04 18:00:00+00:00,460432919.3244445,923334879.0044444
2022-11-04 22:00:00+00:00,173580978.63111112,347058013.2977778
2022-11-05 02:00:00+00:00,115234800.07111111,230456886.04444444
2022-11-05 06:00:00+00:00,106071693.65333334,212401192.3911112
2022-11-05 10:00:00+00:00,209665137.2088889,420380570.73777777
2022-11-05 14:00:00+00:00,273698825.1022222,550314431.7155555
2022-11-05 18:00:00+00:00,192936095.85777777,388836507.3066667
2022-11-05 22:00:00+00:00,96252216.32,192565102.9333333
2022-11-08 02:00:00+00:00,116540400.64,233255719.82222223
2022-11-08 06:00:00+00:00,189409327.78666663,380493229.5111112
2022-11-08 10:00:00+00:00,614465402.3111111,1232539885.7955556
